BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
C4:AC:59:19:8A:DE,2023-05-09 11:32:13,2023-05-09 11:33:07,5,10,WPA2, ,PSK,-80, ,0,0.0.0.0,12,VW_WLAN_3612, ,45.383504,28.020105
8A:5A:85:17:AD:72,2023-05-09 11:33:01,2023-05-09 11:33:14,157,60,WPA2, ,PSK,-68, ,0,0.0.0.0,17,DIRECT-MBUX 61342, ,45.383504,28.020105
8A:5A:85:07:AD:72,2023-05-09 11:33:01,2023-05-09 11:33:09,157,60,WPA2, ,PSK,-81, ,3,0.0.0.0,17,DIRECT-MBUX 61342, ,45.383504,28.020105
44:27:F3:14:5E:6F,2023-05-09 11:33:58,2023-05-09 11:33:58,6,10,WPA2, ,PSK,-72, ,0,0.0.0.0,14,70mai_d05_5e6f, ,45.383504,28.020105
02:70:C5:6E:42:0A,2023-05-09 11:34:01,2023-05-09 11:34:23,1,10,WPA2, ,PSK,-56, ,0,0.0.0.0,20,Redmi Note 11 Pro 5G, ,45.383504,28.020105
48:D8:90:66:2E:6E,2023-05-09 11:34:10,2023-05-09 11:34:23,6,10,WPA2, ,PSK,-48, ,0,0.0.0.0,18,DDPAI_mola_N3_2E6E, ,45.383504,28.020105
48:7A:FF:4E:F0:1E,2023-05-09 11:34:35,2023-05-09 11:34:36,149,60,WPA2, ,PSK,-67, ,0,0.0.0.0,8,Kia_cnKT, ,45.383504,28.020105
76:06:30:85:E2:8F,2023-05-09 11:34:42,2023-05-09 11:34:42,11,10,WPA2, ,PSK,-50, ,0,0.0.0.0,15,Galaxy A51 4A12, ,45.383504,28.020105
C4:6E:7B:A2:B4:B9,2023-05-09 11:37:30,2023-05-09 11:37:43,7,10,WPA2, ,PSK,-30, ,0,0.0.0.0,16,B1W_c46e7ba2b4b9, ,45.383504,28.020105
52:26:EF:D7:47:A9,2023-05-09 11:38:06,2023-05-09 11:38:09,153,60,WPA2, ,PSK,-71, ,0,0.0.0.0,10,My VW 0520, ,45.383504,28.020105
0C:96:BF:8C:A7:4A,2023-05-09 11:39:05,2023-05-09 11:39:29,9,10,WPA2, ,PSK,-48, ,0,0.0.0.0,15,Likebus Romania, ,0,8.37450061863779E-28
2C:C8:1B:C1:4B:45,2023-05-09 11:39:10,2023-05-09 11:39:28,1,10,Open, ,,-44, ,0,0.0.0.0,7,LikeBus, ,45.383504,28.020105
2C:C8:1B:C1:4B:44,2023-05-09 11:38:54,2023-05-09 11:39:43,136,60,Open, ,,-59, ,2,0.0.0.0,7,LikeBus, ,0,8.47190154887723E-251
00:52:C2:1B:35:74,2023-05-09 11:39:45,2023-05-09 11:39:50,1,10,WPA2, ,PSK,-60, ,0,0.0.0.0,19,My BMW Hotspot 7931, ,45.383504,28.020105
42:8A:DB:F6:49:D4,2023-05-09 11:23:18,2023-05-09 11:40:23,8,10,WPA2, ,PSK,-48, ,0,0.0.0.0,17,428ADBF649D4, ,45.383504,28.020105
44:27:F3:2D:5C:9B,2023-05-09 11:39:29,2023-05-09 11:40:07,11,10,WPA2, ,PSK,-30, ,0,0.0.0.0,15,70mai_A400_5c9b, ,0,8.37450061863779E-28
B0:4E:26:AF:AC:1D,2023-05-09 11:01:35,2023-05-09 11:40:53,13,10,WPA2, ,PSK,-82, ,0,0.0.0.0,6,Leonte, ,45.383504,28.020105
0C:CF:89:04:AF:03,2023-05-09 11:40:50,2023-05-09 11:41:36,6,10,WPA2, ,PSK,-36, ,0,0.0.0.0,14,70mai_d06_af03, ,45.383504,28.020105
00:13:1E:A4:27:B5,2023-05-09 11:43:05,2023-05-09 11:43:05,1,10,WPA2, ,PSK,-78, ,0,0.0.0.0,19,My BMW Hotspot 0732, ,45.383504,28.020105
B8:DE:5E:AE:34:A3,2023-05-09 11:43:37,2023-05-09 11:43:37,3,10,WPA2, ,PSK,-74, ,0,0.0.0.0,14,70mai_d02_34a3, ,45.383504,28.020105
